dc:identifier,rdfs:label.fr,schema:streetAddress,schema:addressLocality,schema:postalCode,schema:email,schema:telephone,foaf:homepage_x,schema:legalName,foaf:homepage_y,type_stream
88663,LA POISSONNERIE GOURMANDE,19 rue du Docteur Duchenne,Boulogne-sur-Mer,62200,,+33 3 21 30 85 22,,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
73836,L'ESCALE,52 Boulevard Sainte-Beuve,Boulogne-sur-Mer,62200,bonjour@brasserie-lescale.fr,+33 3 21 32 76 58,http://www.brasserie-lescale.fr/,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
56681,LA TABLE DE FRANK,Boulevard de Sainte Cécile,Camiers,62176,,+33 3 21 89 77 70,http://latabledefrank.fr/,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
96495,Vallée du Kashmir,40 bis rue de l'amiral courbet,Berck,62600,,+33 3 91 89 59 10,,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
77407,L'OCEAN,37 rue Abbé Coppin,Équihen-Plage,62224,,+33 3 21 92 23 43,,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
73989,L'AUBERGE CAPELLOISE,198 Avenue de la Forêt,La Capelle-lès-Boulogne,62360,,+33 3 21 83 32 71,,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
69036,MEZZALUNA,10 rue Gambetta,Arras,62000,mezzaluna.arras@gmail.com,+33 03228963,http://mezzalunaarras.com/,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
58276,RESTAURANT CHEZ LEGRIS,22 Route nationale,Tincques,62127,durieux.annie@wanadoo.fr,+33 3 21 47 36 53,,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
14922,RESTAURANT LE ZINC,"47, place Foch",Saint-Omer,62500,cgremond@eventinternational.com,+33 3 21 38 24 20,,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
58211,BRASSERIE LE VERT DRAGON,3 Chaussée Brunehaut,Auchy-au-Bois,62190,,+33 3 21 26 64 29,,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
58132,RESTAURANT LA RIPAILLE,Grand'place,Béthune,62400,,+33 3 21 56 22 33,,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
57922,RESTAURANT LE CLUSIUS (Hôtel Univers),3  place de la croix Rouge,Arras,62000,univers@najet.fr,+33 3 21 71 34 01,http://www.univers.najeti.fr/,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
58101,L'ATELIER DE MARC MEURIN,"99 Rue Paul Bert
Parc du Musée du Louvre-Lens",Lens,62300,meurin.lens@orange.fr,+33 3 21 18 24 90,http://www.atelierdemarcmeurin.fr/,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
58188,RESTAURANT DE LA GARE,Route d'Andres,Les Attaques,62730,otynico@orange.fr,+33 3 21 82 22 28,https://otynico.fr/,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
58255,ESTAMINET LE PAIN DE LA BOUCHE,41 Bis rue de la gare,Lens,62300,contact@lepaindelabouche.fr,+33 3 21 67 68 68,http://lepaindelabouche.fr/,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
80127,A Tâbl,9 rue André Freville,Hesdin,62140,,+33 3 21 81 62 10,,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
80303,Le Carnot,63 rue Carnot,Berck,62600,fabbet.lecarnot@gmail.com,+33 9 87 54 56 26,,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
77484,LE NIGHT CLUB,"1, Place Frédéric Sauvage",Boulogne-sur-Mer,62200,lenightclub62@gmail.coml,+33 6 10 83 79 15,https://www.facebook.com/pg/LeNightClubBoulogne/posts/,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
14045,Le Fournil,2 rue de Saint-Omer,Coupelle-Vieille,62310,glefournil@orange.fr,+33 3 21 04 47 13,http://www.restaurant-lefournil.com/,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
58129,RESTAURANT BRUSSEL'CAFE,48 Grand Place,Béthune,62400,,+33 3 21 68 15 00,http://www.levieuxbeffroi.com/,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
74205,COURTEPAILLE,27 Rue Plaine Saint-Martin,Saint-Martin-Boulogne,62280,,+33 3 21 31 73 69,https://restaurants.courtepaille.com/restaurant-boulogne-sur-mer-id229,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
57886,A Table...!,4 Rue Carnot,Berck,62600,bertrand.macquet@gmail.com,+33 9 83 70 71 50,,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
15449,AUBERGE DE L'ÉTOILE,916 Route de l'Etoile,Oye-Plage,62215,,+33 3 21 35 67 71,http://www.auberge-deletoile.com/,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
14391,L'ETALE,3 Avenue d'Eole,Neufchâtel-Hardelot,62152,,+33 6 29 21 20 00,,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
75565,LA VIE EST BELLE,44 rue Carnot,Wimereux,62930,,+33 3 21 83 19 31,http://www.restaurant-lavieestbelle.fr/,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
59885,Le 940,"15, Chemin Départemental 940
Hôtel Kyriad",Étaples,62630,letouquet@kyriad.fr,+33 3 21 89 99 99,http://www.hotel-letouquet-etaples.fr/,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
93781,Grand'Place Café,7 Place du Général de Gaulle,Montreuil,62170,grandplacecafe@gmail.com,+33 3 21 86 26 88,,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
60708,L'Avenue,18 Avenue du Dr Quettier,Berck,62600,,+33 3 21 09 11 65,,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
74726,AU MOUTON BLANC,44 rue de Vauxhall,Calais,62100,moutonblanc.calais@gmail.com,+33 3 21 34 71 52,http://www.lemoutonblanc-calais.fr/,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
88567,CROCODILE,"Rue du Fond à Marle
ZAC de l'An 2000",Lens,62300,crocolievin@orange.fr,+33 3 21 74 11 11,http://www.restaurantscrocodile.com/,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
57934,LES GOBELINS,107 Bd Jean moulin,Béthune,62400,,+33 3 21 57 62 09,http://restaurantgobelins.free.fr/,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
82727,OH SAPRISTI,15 rue Diderot,Lens,62300,oh.sapristi@orange.fr,+33 3 74 11 64 09,http://www.ohsapristi.fr/,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
57779,RESTAURANT LES JARDINS DE ST LAURENT,1 rue Laurent Gers,Saint-Laurent-Blangy,62223,basdevant.william@wanadoo.fr,+33 3 21 50 81 00,http://www.jardins-de-saint-laurent.com/,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
85272,O'TYNICO,418 route d’Andres,Les Attaques,62730,otynico@orange.fr,+33 3 21 82 22 28,https://otynico.fr/,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
73920,LE BOUILLON,3 Place Godefroy de Bouillon,Boulogne-sur-Mer,62200,,+33 6 77 77 40 55,,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
80250,LA PAUSE REST'O,130 boulevard Raymond Splingard,Outreau,62230,,+33 3 21 31 26 08,,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
76602,LA MAISON,16 Place Dalton,Boulogne-sur-Mer,62200,,+33 9 67 56 44 17,https://lamaisonboulogne.business.site/,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
14901,AUBERGE DE L'ARC EN CIEL,22 Rue de Fruges,Fauquembergues,62560,,+33 3 21 39 51 44,https://www.aubergearcenciel.fr/,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
84937,LE BRAZZA CAFE TABAC,1 Route de Paris,Saint-Martin-Boulogne,62280,,+33 3 21 92 13 34,,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
77500,LE FLINT,"16, Bd Clocheville",Boulogne-sur-Mer,62200,,+33 3 21 31 67 44,,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
84373,LE NEMROD,1 Rue Flahaut,Boulogne-sur-Mer,62200,,+33 3 21 31 85 14,,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
94642,Restaurant Les Sirènes - Terrasse sur Mer,Sur la plage,Wissant,62179,levivierwissant@gmail.com,+33 6 03 38 17 67,http://www.levivier.com/,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
14943,RESTAURANT LE P'TIT MONTMARTRE,"11,  place Pierre Bonhomme",Saint-Omer,62500,ptitmontmartre@gmail.com,+33 3 21 98 33 33,http://www.ptit-montmartre.com/,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
58176,RESTAURANT  L'AQUARIUM,D950,Vitry-en-Artois,62490,tdepret@restaurant-laquarium.com,+33 3 21 21 89 00,http://www.restaurant-laquarium.com/,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
74185,FLUNCH,"Boulevard industriel
Centre commercial de la Liane",Outreau,62230,,+33 3 21 31 44 44,http://www.flunch.fr/,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
15306,RESTAURANT LE FLAUBERT (Hôtel Saint-Louis),25 Rue d'Arras,Saint-Omer,62500,contact@hotel-saintlouis.com,+33 3 21 38 35 21,http://www.hotel-saintlouis.com/,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
14954,RESTAURANT  AU BON ACCUEIL,"29,  rue du Rivage Boitel",Salperwick,62500,contact@bonaccueil.info,+33 3 21 38 35 14,http://www.bonaccueil.info/,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
90013,Le Petit Conchilois,53 rue de Berck,Conchil-le-Temple,62180,,+33 9 82 60 00 40,,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
72717,L'ENTREPOT,20/22 Place Datdon,Boulogne-sur-Mer,62200,contact@restaurant-lentrepot.com,+33 3 21 83 02 73,http://www.restaurant-lentrepot.com/,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
78254,DJURDURA : LE ROI DU COUSCOUS,88 Rue Faidherbe,Boulogne-sur-Mer,62200,,+33 9 83 34 59 46,,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
58339,BRASSERIE LE CALICE,55 bd Jacquard,Calais,62100,,+33 3 21 34 51 78,http://www.lecalice.com/,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
86044,La Cave de Montreuil,"2, rue Pierre Ledent",Montreuil,62170,contact@lacavedemontreuil.com,+33 3 21 06 93 68,http://www.lacavedemontreuil.com/,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
87044,Le Diplomate,25 Place du Général de Gaulle,Montreuil,62170,francoisbattaglia@orange.fr,+33 3 21 06 06 65,,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
57845,AUBERGE DU CRONQUELET,"3, rue de Montreuil",Saint-Aubin,62170,aubergecronquelet@wanadoo.fr,+33 3 21 94 60 76,http://www.aubergeducronquelet.fr/,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
13453,Au Lion d'Or Restaurant,74 Rue d'Hesdin,Saint-Pol-sur-Ternoise,62130,auliondor-stpol@orange.fr,+33 3 21 03 10 44,https://auliondor-saintpol.eatbu.com/,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
12949,Le tea room,1 Rue du Marais,Saint-Rémy-au-Bois,62870,judy@teatogether.com,+33 3 21 86 19 40,http://www.le-tearoom.com/,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
87149,L'Ô A LA BOUCHE,16 place Godefroy de Bouillon,Boulogne-sur-Mer,62200,,+33 3 21 80 49 49,,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
80194,LA CHAPELLE,24 place Dalton,Boulogne-sur-Mer,62200,,+33 6 32 10 87 12,,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
83854,MICHELANGELO,7 place Roger Salengro,Lens,62300,,+33 6 59 10 05 18,,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
79470,LE MAQUIS,2 route de Béthune,Lens,62300,,+33 3 21 67 36 09,,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
68410,Au Virage d'Ourton,586 Rue Alphonse Deladiennée,Ourton,62460,,+33 3 21 03 60 55,,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
73792,ORTIE RESTAURANT,11 Rue du Doyen,Boulogne-sur-Mer,62200,ortie.restaurant@gmail.com,+33 3 21 30 13 08,https://www.ortierestaurant.fr/,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
72400,Pizza Hubert,"Parking de la Canche
Boulevard de l’Impératrice",Étaples,62630,,+33 6 80 70 92 61,,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
68167,L'Ô à la bouche,7 Rue du Docteur Dhenin,Béthune,62400,loalabouche5@orange.fr,+33 3 21 64 37 94,http://www.restaurant-loalabouche.com/,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
58069,AU BRIQUET DU CHEVALET,"144, rue Léon Blum",Loos-en-Gohelle,62750,melleydnas@gmail.com,+33 3 21 28 18 80,https://www.aubriquetduchevalet.fr/,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
58341,BRASSERIE LA MARINERIE,6 quartier de la Colonne,Calais,62100,,+33 3 21 34 47 83,,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
75183,Friterie Desvroise,Rue du Château,Desvres,62240,,+33 6 76 53 91 84,,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
14384,LE P'TIT RESTO,459 Avenue François Ier,Neufchâtel-Hardelot,62152,,+33 3 21 83 97 82,,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
73872,LE CHATILLON,6 Rue Charles Tellier,Boulogne-sur-Mer,62200,patrice.baude@wanadoo.fr,+33 3 21 31 43 95,http://www.le-chatillon.com/,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
77523,LE PHARAON,"27, Rue du Vivier",Boulogne-sur-Mer,62200,kheopspharaonclub@gmail.com,,,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
73850,LE PALAIS DE MATSUYAMA,18 Rue du Doyen,Boulogne-sur-Mer,62200,,+33 3 21 10 81 21,http://www.lepalaisdematsuyama.fr/,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
77491,LE BALTO,"96, Rue Victor Hugo",Boulogne-sur-Mer,62200,,+33 3 59 44 17 87,,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
69037,LES TROIS FÛTS,72 place des Héros,Arras,62000,cafeleffe-arras@sfr.fr,,,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
57959,LE MEDITERANEEN,280 Rue Henri Cadot,Bruay-la-Buissière,62700,hassenzemour22@gmail.com,+33 3 21 53 46 88,,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
85266,L'ANTRE DU DRAGON,201 Avenue Winston Churchill,Calais,62100,,+33 3 66 62 60 09,https://www.compagniedudragon.com/sur-place/restaurant-bar/,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
64622,Les Frangins,1 rue du muret,Wissant,62179,,+33 3 21 96 23 10,https://www.restaurant-lesfrangins.fr/,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
77492,FAYAH CLUB,"119, Rue Faidherbe",Boulogne-sur-Mer,62200,,+33 6 27 53 17 18,,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
74203,BURGER KING,Zac du Mont-Joie,Saint-Martin-Boulogne,62280,,+33 3 66 53 00 12,http://restaurants.burgerking.fr/boulogne-saint-martin,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
85231,LE RÉGENT,67 Boulevard Lafayette,Calais,62100,david.canelle@sfr.fr,+33 3 21 35 05 11,,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
77297,KAWA COFFEE HOUSE,4 rue des religieuses anglaises,Boulogne-sur-Mer,62200,kawa.coffeehouse@gmail.com,+33 3 91 21 59 38,http://reservetonbowl.com/,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
15452,LA BOUDINIÈRE,2691 Route de Waldam,Oye-Plage,62215,,+33 3 21 85 93 14,http://www.laboudiniere.com/,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
58226,LA GRANGE,701 Avenue du Maréchal Juin,Béthune,62400,,+33 3 21 61 75 30,,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
58057,CAFE DU HAUT PONT,81 Quai du haut pont,Saint-Omer,62500,,+33 3 21 39 70 32,,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
55125,Au vieux port,"11, Place du Général de Gaulle",Étaples,62630,auvieuxport@live.fr,+33 3 21 94 54 98,,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
83978,Cocoon Inn,"20, Place Verte",Cucq,62780,contact@groupecocoon.com,+33 3 21 89 08 24,https://cocooninnhotel.com/fr/,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
14926,RESTAURANT LA PATATERIE,3 Place du Maréchal Foch,Saint-Omer,62500,lapataterie62@orange.fr,+33 3 21 98 22 56,http://www.lapataterie.com/,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
14433,Chez Pala,12  Place Maréchal Foch,Samer,62830,,+33 9 54 90 03 40,https://www.facebook.com/chez.pala,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
63123,Au domaine de Waben,7 rue du Pas d'Authie,Waben,62180,ambre.berroyez@orange.fr,+33 6 13 34 08 94,http://www.audomainedewaben.fr/,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
81469,Le Paris-Plage,31 rue Saint Jean,Le Touquet-Paris-Plage,62520,,+33 3 21 05 59 59,,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
96634,La Brasserie Familiale,24 rue principale,Lugy,62310,,+33 6 26 80 41 70,,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
57931,RESTAURANT LA NOUVELLE AUBERGE,31 Rue Pierre Curie,Beaurains,62217,,+33 3 21 23 09 68,,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
57808,Le Saint Laurent,2 Rue du Capitaine Dulieux,Douvrin,62138,,+33 9 77 78 81 98,,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
80174,Le Petit Grill,3 rue du Faubourg,Saint-Venant,62350,helenehelen@hotmail.fr,+33 3 21 02 76 55,,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
79301,L'ÉQUILIBRE,36 Grand'Place,Béthune,62400,contact@cavelequilibre.fr,+33 3 21 65 19 45,http://www.cavelequilibre.fr/,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
83827,Racines,"46, boulevard de l'Impératrice",Étaples,62630,restaurantracines@orange.fr,+33 3 21 94 07 26,http://www.restaurant-racines.fr/,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
58448,RESTAURANT LE KIMBO,710 Rue du Pont de pierres,Béthune,62400,brasserie-le-kimbo@orange.fr,+33 3 21 57 36 17,,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
58367,AUBERGE DES TROIS SAPINS,36 rue de la Lys,Delettes,62129,,+33 3 21 95 72 22,,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
69043,FRITERIE SENSAS,1 rue de la taillerie,Arras,62000,sarlbmd.friteriesensas@gmail.com,+33 3 21 16 68 25,,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
70725,L'encas et L'échoppe,30B Rue de Maresquel,Gouy-Saint-André,62870,contact@piqueniqueslele.fr,+33 3 21 81 56 41,http://www.piqueniqueslele.fr/,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
14387,LES SABLES,15 Avenue de la Concorde,Neufchâtel-Hardelot,62152,lessableshardelot@orange.fr,+33 3 21 91 87 30,,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
59412,Aux plaisirs des papilles,12 rue de Campaliane,Parenty,62650,auxplaisirsdespapilles@yahoo.com,+33 6 72 17 66 18,,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
81458,Le Barachois,32 rue Saint Jean,Le Touquet-Paris-Plage,62520,casino-letouquet@partouche.com,+33 3 21 05 90 17,http://www.casinoletouquet.com/,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
82721,BRASSERIE SAINT-THEODORE,238 rue Paul Bert,Lens,62300,lederby.lens@gmail.com,+33 3 21 28 59 60,,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
68409,Atelier des saveurs - Salle de réception,94 Rue Nationale,Nœux-les-Mines,62290,latelier-des-saveurs@orange.fr,,http://www.restaurant-latelierdessaveurs.fr/,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
58453,BUFFALO GRILL,Rue de la Libération,Bruay-la-Buissière,62700,,+33 3 21 53 86 91,,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
82629,LE CAMION GOURMAND,"Foodtruck
place de l'Eglise",Baincthun,62360,lecamiongourmand@laposte.net,+33 6 34 77 14 21,,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
70385,La Petite Faim,5 rue du Professeur Leloir,Wissant,62179,guyhamard@yahoo.fr,,,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
58483,BRASSERIE DE LA PLAGE,693 Digue gaston Berthe,Calais,62100,,+33 3 21 34 64 64,http://www.calaisplage.com/fr/,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
68173,My Kebab (Le Bosphore),192 Rue Nationale,Nœux-les-Mines,62290,,+33 3 21 56 30 37,,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
57943,RESTAURANT DE L'AUBERGE DU LAC,43 Rue Kleber Rolle,Annay,62880,aubergedulac.leroux@hotmail.com,+33 3 21 70 34 26,,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
84578,LE VINCENNES,"111, rue de Brequerecque",Boulogne-sur-Mer,62200,,+30 321910597,https://www.montabac.fr/62200-cafe-tabac-pmu-le-vincennes,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
69035,SARL DU CHÂTEAU DE PENIN,1 rue de Tincques,Penin,62127,cboutin@62.cernet.fr,+33 3 21 22 73 37,,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
85637,A Côté,41 av des plages,Cucq,62780,ahlareleve@yahoo.com,+33 3 21 94 35 42,,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
14942,RESTAURANT L'HISTOIRE DE...,1 Rue Henri Dupuis,Saint-Omer,62500,laurent.boge@live.fr,+33 3 21 98 14 38,http://l-histoire-de-restaurant.fr/,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
60041,PIZZA CITY,"71, rue d'Arras",Saint-Omer,62500,,+33 3 21 39 81 63,http://www.pizza-city.fr/,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
15309,RESTAURANT DE L'HOTEL BAL,"500,  rue du Vieux Château",Tournehem-sur-la-Hem,62890,contact@hotel-camping-bal.fr,+33 3 21 35 65 90,https://www.hotel-camping-bal.fr/,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
94645,Restaurant Le Herlen Wissant,3 rue Gambetta,Wissant,62179,levivierwissant@gmail.com,+33 6 03 38 17 67,http://www.levivier.com/,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
58473,LE TIMGAD,3 B rue Kleber,Lens,62300,,+33 3 21 42 42 42,,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
92541,Burger Fermier Des Ménomes,74 rue Auguste Biblocq,Merlimont,62155,,+33 3 21 09 05 18,,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
81441,Côté Sud,187 boulevard du docteur Jules Pouget,Le Touquet-Paris-Plage,62520,cotesud62@orange.fr,+33 3 21 05 41 24,,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
80171,La Topinière,405 rue Principale,Beuvrequen,62250,toplaurent@orange.fr,+33 3 21 92 84 79,,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
101688,Café Schirrer,26 rue Pierre Ledent,Montreuil,62170,contact@cafeschirrer.fr,+33 3 91 17 47 02,http://www.cafeschirrer.fr/,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
14838,BOULANGERIE LECOCQ,"Rue Rembrandt, Place des Mélodies",Longuenesse,62219,,+33 3 21 38 46 00,http://www.patissserie-lecocq.com/,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
14960,CAFE DE LA MAIRIE,3 Place Mahaut d'Artois,Tournehem-sur-la-Hem,62890,,+33 3 21 35 61 47,,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
74049,JFK,Digue de mer,Wimereux,62930,matthieu.delaleau@gmail.com,+33 3 21 33 50 17,,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
62783,AU LONG JARDIN,484 route de Gravelines,Polincove,62370,aulongjardin@orange.fr,+33 3 21 35 68 22,,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
14936,ESTAMINET LA DUCASSE,"33,  place de la Ghière",Saint-Omer,62500,,+33 3 91 92 33 08,,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
88222,LE STROMBOLI,3 rue Kleber,Lens,62300,,+33 3 74 71 08 65,https://stromboli-french-steakhouse-restaurant.business.site/,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
73891,MILANO PIZZA,22 Rue Faidherbe,Boulogne-sur-Mer,62200,milanopizzaboulogne@gmail.com,+33 3 91 21 55 29,,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
83851,LE MENESTREL,172 rue Montgolfier,Liévin,62800,,+33 3 21 44 71 91,,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
58038,RESTAURANT LE PÊCHÉ GOURMAND,142 Route de Cambrai,Arras,62000,restaurantlepechegourmand@gmail.com,+33 3 21 51 45 06,,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
15111,Buffalo Grill,121 avenue de l'Europe,Cucq,62780,web@buffalo-grill.fr,+33 3 21 84 79 60,https://www.buffalo-grill.fr/,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
60689,La Guinguette,32 Chemin aux Raisins,Berck,62600,camping.laguinguette@orange.fr,,,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
55179,Sofish,"16, boulevard de l’Impératrice",Étaples,62630,,+33 3 21 09 10 42,,Pas-de-Calais Tourisme,http://www.datatourisme62.com/,Restaurant
